iter	RMSE
574	0.8309300081
575	0.8301817
576	0.8293518871
577	0.8290677575
578	0.8287646103
579	0.8287196434
580	0.827851816
581	0.827367039
582	0.8259720323
583	0.8254330562
584	0.8244856225
585	0.8232933032
586	0.8220428356
587	0.8217630253
588	0.8200707882
589	0.8193620973
590	0.8179697102
591	0.8179165927
592	0.8177204777
593	0.8176106826
594	0.8170370001
595	0.8154838952
596	0.8149643383
597	0.8133519955
598	0.812511416
599	0.811762546
600	0.811067126
601	0.8108195477
602	0.8102689617
603	0.8096067023
604	0.8091076421
605	0.8090175541
606	0.8079889031
607	0.8077977396
608	0.8067613791
609	0.8060957393
610	0.8049727785
611	0.8040913118
612	0.80390033
613	0.8027339675
614	0.8016654368
615	0.8014522638
616	0.8012862664
617	0.8004805213
618	0.8000585547
619	0.7987464347
620	0.7971576327
621	0.7961421365
622	0.795910734
623	0.7945803306
624	0.7934469772
625	0.7926217228
626	0.7925842344
627	0.7915900337
628	0.7911698348
629	0.7907173026
630	0.7899510154
631	0.7891541649
632	0.7879364941
633	0.7871777684
634	0.7868666596
635	0.7859596697
636	0.7850088909
637	0.7842734538
638	0.783708191
639	0.7827927793
640	0.7824973719
641	0.7817020739
642	0.7804220466
643	0.7797191221
644	0.7788670192
645	0.7781838963
646	0.7772375559
647	0.7767742426
648	0.775420114
649	0.7741794247
650	0.7730155885
651	0.7729821071
652	0.7723041763
653	0.7718131411
654	0.7711973025
655	0.7707841591
656	0.7703228387
657	0.7695980354
658	0.7695609624
659	0.7688234966
660	0.7684026233
661	0.767902945
662	0.7672554668
663	0.7665263114
664	0.7657452635
665	0.7649005883
666	0.7641956611
667	0.7631599539
668	0.7631270116
669	0.7628349996
670	0.7619769606
671	0.7607972333
672	0.7598128887
673	0.7593105097
674	0.7581939393
675	0.7578608921
676	0.7568435721
677	0.7566314108
678	0.7565978878
679	0.7559276673
680	0.7554506478
681	0.7552712214
682	0.7549662549
683	0.7540959693
684	0.7539701236
685	0.7539379859
686	0.7536331066
687	0.7528856897
688	0.7519387815
689	0.7519188967
690	0.7515352783
691	0.7511681597
692	0.7495117587
693	0.7486120593
694	0.7479398262
695	0.7476202752
696	0.7466421956
697	0.7458356643
698	0.7456129509
699	0.7446876868
700	0.7441143202
701	0.7435110477
702	0.7431873047
703	0.7418581866
704	0.7414963161
705	0.7406379164
706	0.7402616469
707	0.7394387687
708	0.7380100532
709	0.7378693613
710	0.737208952
711	0.7361557162
712	0.7349320934
713	0.7339118811
714	0.7328162106
715	0.731517877
716	0.7314843704
717	0.7312780717
718	0.7309786708
719	0.7301844171
720	0.7301531703
721	0.7297581774
722	0.7294582367
723	0.7294274225
724	0.7291757104
725	0.7283255639
726	0.7278502654
727	0.7278216818
728	0.7267448476
729	0.7251990414
730	0.7246376468
731	0.7246098993
732	0.7243960023
733	0.7237064719
734	0.7228920134
735	0.7226901873
736	0.7222969178
737	0.7214896717
738	0.7209129729
739	0.7203533153
740	0.7196749697
741	0.7184919784
742	0.7175214566
743	0.7168318215
744	0.7168005557
745	0.7164899631
746	0.7161414125
747	0.7154835606
748	0.7153017149
749	0.7144118071
750	0.7135296242
751	0.7128571594
752	0.7126220425
753	0.7117393476
754	0.7115399061
755	0.7112614519
756	0.7104490283
757	0.7102286249
758	0.7098626222
759	0.7094842819
760	0.709417692
761	0.7092972184
762	0.7091726374
763	0.7085514634
764	0.7074058127
765	0.7067591024
766	0.7062440357
767	0.7062185314
768	0.7059443949
769	0.7056691906
770	0.7050579554
771	0.7042988541
772	0.7033178347
773	0.7029385337
774	0.7024055873
775	0.7023821086
776	0.7014550306
777	0.7013488143
778	0.7008509032
779	0.700830012
780	0.7001588034
781	0.6992011576
782	0.6987547399
783	0.6982748346
784	0.6972826298
785	0.6969394861
786	0.6959022141
787	0.6957356885
788	0.6957119572
789	0.695190921
790	0.694937533
791	0.6946533041
792	0.6942768034
793	0.6937608459
794	0.6930759165
795	0.6928119931
796	0.6921441803
797	0.6915394133
798	0.690587874
799	0.6901763661
800	0.6896354846
801	0.6890339038
802	0.6886250044
803	0.6878479777
804	0.6870606708
805	0.6870185248
806	0.6861633885
807	0.6858941752
808	0.6853640413
809	0.6849380492
810	0.6840160856
811	0.6838622555
812	0.6832718936
813	0.6824702378
814	0.6817846791
815	0.6809267453
816	0.6798735013
817	0.6790066267
818	0.6782646559
819	0.6782435782
820	0.6778129608
821	0.6768680405
822	0.6760810922
823	0.6754228539
824	0.674554183
825	0.6738275863
826	0.6733070055
827	0.6728061566
828	0.6721844668
829	0.671556483
830	0.6711822864
831	0.670616013
832	0.6705940648
833	0.6695264736
834	0.668764807
835	0.6686529418
836	0.668313435
837	0.6676854048
838	0.6672097155
839	0.6669489131
840	0.6667967376
841	0.6658126651
842	0.6656024343
843	0.6644441038
844	0.6638670566
845	0.6629620575
846	0.6626162079
847	0.6618042113
848	0.6610043299
849	0.6600775507
850	0.6591557729
851	0.6584546845
852	0.6578966646
853	0.657452041
854	0.6569990719
855	0.6564130492
856	0.6557458674
857	0.6556098946
858	0.6550774725
859	0.6537646669
860	0.6532526239
861	0.6532138562
862	0.6519538512
863	0.6519226773
864	0.6513276108
865	0.6507315426
866	0.6502085195
867	0.6497169534
868	0.6489084533
869	0.6484294734
870	0.648276785
871	0.6476537144
872	0.647257702
873	0.6471564546
874	0.646533107
875	0.6461432676
876	0.6450171306
877	0.6441804421
878	0.6431826053
879	0.642584147
880	0.6417965365
881	0.6415824057
882	0.6407245871
883	0.6399863923
884	0.6396530461
885	0.6389508732
886	0.6388362688
887	0.6383237432
888	0.6378935666
889	0.6374614007
890	0.636265538
891	0.6357789259
892	0.6350453064
893	0.6350210428
894	0.6343443763
895	0.6341789474
896	0.633452163
897	0.6331846904
898	0.6324836867
899	0.6321771327
900	0.6315541672
901	0.6314002449
902	0.6305074164
903	0.6300066202
904	0.6292781814
905	0.6287797957
906	0.6286328837
907	0.6279533839
908	0.6269404936
909	0.6266725901
910	0.626071926
911	0.6258371852
912	0.6256524102
913	0.6256378489
914	0.6252685363
915	0.6244951727
916	0.6238217886
917	0.6234101141
918	0.6226745951
919	0.6224254259
920	0.6222417402
921	0.6211751436
922	0.6200861959
923	0.6194874148
924	0.6190162846
925	0.6185214819
926	0.617793532
927	0.6176394734
928	0.6169855139
929	0.616029687
930	0.6158774905
931	0.61486391
932	0.6143969472
933	0.613789497
934	0.6131757703
935	0.6124330294
936	0.6119714385
937	0.6118394411
938	0.6116739856
939	0.6112262615
940	0.6106652835
941	0.6102844063
942	0.6101791851
943	0.6100443902
944	0.6099558898
945	0.609585827
946	0.6091435105
947	0.609020128
948	0.6083188074
949	0.6079136501
950	0.6072663464
951	0.6069988944
952	0.6065389495
953	0.6057271373
954	0.6050753399
955	0.6047121731
956	0.6043257626
957	0.603556437
958	0.6031204895
959	0.6027967364
960	0.6022027184
961	0.6020871215
962	0.6014987025
963	0.6009410018
964	0.6003677497
965	0.5998545608
966	0.5993486671
967	0.599227787
968	0.5988173685
969	0.5983813902
970	0.5978931049
971	0.59738187
972	0.5971364941
973	0.5969023289
974	0.5964282555
975	0.5961795349
976	0.5950249663
977	0.594347455
978	0.5939195936
979	0.5931660228
980	0.5923738767
981	0.591957517
982	0.5911133632
983	0.5909368471
984	0.5906768558
985	0.5903961115
986	0.5903739513
987	0.589942724
988	0.5893762068
989	0.5891171299
990	0.5886303544
991	0.5882559629
992	0.5880934692
993	0.5873789268
994	0.5871198847
995	0.5865179236
996	0.5859609239
997	0.5859436804
998	0.5858260842
999	0.5853077145
